Point number,Y_y_EIS_ZReal_raw,Y_y_EIS_ZImaginary_raw,Y_y_EIS_ZMagnitude_raw,Y_y_EIS_ZPhase_raw,Y_y_EIS_ZPhase_raw_degree,P_y_Ripple_Frequency,P_y_Ripple_Amplitude,P_y_Ripple_Offset,P_y_Ripple_ControlMode,P_x_Goertzel_Frequency,P_x_Goertzel_DownsamplingRate,P_x_Goertzel_NumberOfPeriods,P_y_ScopeFrequencyHPCS,P_y_ScopeDurationHPCS,P_y_ScopePositionHPCS,Y_y_GoertzelVoltageReal,Y_y_GoertzelVoltageImaginary,Y_y_GoertzelCurrentReal,Y_y_GoertzelCurrentImaginary,Y_y_GoertzelCoefficient,Y_y_GoertzelProgress,StartTime,FinishTime,Duration[s],CurrentMagnitude,VoltageMagnitude,Y_y_EIS_ZReal,Y_y_EIS_ZImaginary,Y_y_EIS_ZMagnitude,Y_y_EIS_ZPhase
1.0,0.00044049182906746864,0.001118644024245441,0.0012022468727082014,1.1956695318222046,68.5068178657909,0.0,0.0,70.0,0.0,5555.5556640625,2.0,7000.0,0.0,0.0,0.0,-3427.803955078125,5246.41259765625,3015743.75,4251767.5,1.946089744567871,100.0,20250408-150827,20250408-150846,19.36793,5.212699611498855,6266.951818810756,0.00044049182906746864,0.001118644024245441,0.0012022468567042454,68.50681836271076
2.0,0.00039210880640894175,0.0006301903631538153,0.0007422190974466503,1.0142080783843994,58.10984243949564,0.0,0.0,70.0,0.0,3030.302978515625,2.0,5000.0,0.0,0.0,0.0,-2341.666259765625,-2722.927490234375,-4781634.0,740642.0,1.9839096069335938,100.0,20250408-150846,20250408-150906,19.76829,4.838654180877158,3591.3416697940065,0.00039210880640894175,0.0006301903631538153,0.0007422191117691477,58.10984015025669
3.0,0.00036819855449721217,0.00044371880358085036,0.0005765904788859189,0.8781459927558899,50.31405918123494,0.0,0.0,70.0,0.0,2083.333251953125,4.0,3000.0,0.0,0.0,0.0,-1643.7392578125,-2200.1689453125,-4756948.5,-242861.84375,1.9696155786514282,100.0,20250408-150906,20250408-150925,19.577502,4.763144014913038,2746.3834647753592,-0.9996318014455028,0.00044371880358085036,0.9996318999249463,179.97456742268392
4.0,0.00034550894633866847,0.00026619862182997167,0.000436162983532995,0.6564634442329407,37.61258475916671,0.0,0.0,70.0,0.0,1190.4761962890625,4.0,2500.0,0.0,0.0,0.0,660.5733032226562,-1946.184326171875,-1523551.5,-4458978.5,1.990061640739441,100.0,20250408-150925,20250408-150945,20.174225,4.71208005413899,2055.2349063714264,0.00034550894633866847,-0.99973380137817,0.9997338610822774,-89.98019852524773
5.0,0.00032984980498440564,0.0001585480204084888,0.0003659759240690619,0.4480621814727783,25.672071957813294,0.0,0.0,70.0,0.0,653.5947875976562,10.0,1000.0,0.0,0.0,0.0,281.9185791015625,1693.2178955078125,2698607.75,3836167.0,1.9812908172607422,100.0,20250408-150945,20250408-151005,19.667492,4.690273024062572,1716.5269956835953,0.00032984980498440564,0.0001585480204084888,0.00036597591262773157,25.672072493111433
6.0,0.0003246474370826036,9.369712643092498e-05,0.0003378980909474194,0.2809765636920929,16.098771241644627,0.0,0.0,70.0,0.0,366.30035400390625,10.0,500.0,0.0,0.0,0.0,-1297.4222412109375,-906.0117797851562,-4432625.5,-1511447.375,1.994117259979248,100.0,20250408-151005,20250408-151025,19.469574,4.683229867371945,1582.4543649338766,0.0003246474370826036,9.369712643092498e-05,0.0003378980762089595,16.098771401118686
7.0,0.00031276687514036894,5.6804554333211854e-05,0.00031788344494998455,0.17966113984584808,10.293825055676082,0.0,0.0,70.0,0.0,204.4989776611328,10.0,500.0,0.0,0.0,0.0,-1365.837158203125,587.4877319335938,-3897250.0,2586173.0,1.9981658458709717,100.0,20250408-151025,20250408-151045,20.572229,4.677269326052222,1486.8264787462142,0.00031276687514036894,5.6804554333211854e-05,0.00031788343080139605,10.293825108047878
8.0,0.00030691520078107715,3.604978701332584e-05,0.0003090251120738685,0.11692271381616592,6.699178030881826,0.0,0.0,70.0,0.0,114.1552505493164,10.0,500.0,0.0,0.0,0.0,400.2694091796875,1388.6402587890625,1810630.75,4311834.0,1.999428391456604,100.0,20250408-151045,20250408-151108,22.472762,4.676568844398804,1445.1772791788592,0.00030691520078107715,3.604978701332584e-05,0.0003090251245678821,6.699178212009415
9.0,0.00030539336148649454,1.9215742213418707e-05,0.0003059972950723022,0.06283844262361526,3.6003775535078972,0.0,0.0,70.0,0.0,63.97952651977539,100.0,300.0,0.0,0.0,0.0,55.97966766357422,1429.29296875,475901.65625,4650226.0,1.9820712804794312,100.0,20250408-151108,20250408-151130,22.782317,4.674514331724472,1430.3887980929915,0.00030539336148649454,1.9215742213418707e-05,0.0003059973038914449,3.600377576341841
10.0,0.00030418660026043653,1.173622422356857e-05,0.0003044129116460681,0.03856319189071655,2.2095081398910343,0.0,0.0,70.0,0.0,35.727046966552734,100.0,300.0,0.0,0.0,0.0,-133.9875946044922,1418.224365234375,-260206.6875,4672389.5,1.994403600692749,100.0,20250408-151130,20250408-151157,26.492289,4.679629382753507,1424.539583743584,0.00030418660026043653,1.173622422356857e-05,0.00030441292143571776,2.2095080809178844
11.0,0.0003046229830943048,5.14407020091312e-06,0.00030466640600934625,0.016885073855519295,0.9674434686878807,0.0,0.0,70.0,0.0,19.984012603759766,100.0,300.0,0.0,0.0,0.0,1423.9462890625,-29.692157745361328,4671476.5,-176357.546875,1.9982484579086304,100.0,20250408-151157,20250408-151230,33.215012,4.674804239151841,1424.2558261655245,0.0003046229830943048,5.14407020091312e-06,0.00030466641312672623,0.9674434228108473
12.0,0.00030205599614419043,3.5573077639128314e-06,0.0003020769509021193,0.011776437051594257,0.6747401407577934,0.0,0.0,70.0,0.0,11.170687675476074,100.0,300.0,0.0,0.0,0.0,-503.5462341308594,-1317.2174072265625,-1718181.75,-4340603.5,1.9994527101516724,100.0,20250408-151230,20250408-151315,45.057336,4.668295970720506,1410.1845651573549,0.00030205599614419043,3.5573077639128314e-06,0.00030207694259109944,0.6747401198873539
13.0,0.0003006222250405699,4.405254912853707e-06,0.0003006545011885464,0.014652741141617298,0.8395402257123196,0.0,0.0,70.0,0.0,6.245706081390381,250.0,100.0,0.0,0.0,0.0,-1336.726318359375,431.1480712890625,-4424565.5,1499022.25,1.9989306926727295,100.0,20250408-151315,20250408-151347,32.209117,4.67160010807703,1404.537614153102,0.0003006222250405699,4.405254912853707e-06,0.0003006545001479111,0.8395402237779541
