Point number,Y_y_EIS_ZReal_raw,Y_y_EIS_ZImaginary_raw,Y_y_EIS_ZMagnitude_raw,Y_y_EIS_ZPhase_raw,Y_y_EIS_ZPhase_raw_degree,P_y_Ripple_Frequency,P_y_Ripple_Amplitude,P_y_Ripple_Offset,P_y_Ripple_ControlMode,P_x_Goertzel_Frequency,P_x_Goertzel_DownsamplingRate,P_x_Goertzel_NumberOfPeriods,P_y_ScopeFrequencyHPCS,P_y_ScopeDurationHPCS,P_y_ScopePositionHPCS,Y_y_GoertzelVoltageReal,Y_y_GoertzelVoltageImaginary,Y_y_GoertzelCurrentReal,Y_y_GoertzelCurrentImaginary,Y_y_GoertzelCoefficient,Y_y_GoertzelProgress,StartTime,FinishTime,Duration[s],CurrentMagnitude,VoltageMagnitude,Y_y_EIS_ZReal,Y_y_EIS_ZImaginary,Y_y_EIS_ZMagnitude,Y_y_EIS_ZPhase
2.0,0.0011583748273551464,0.0009526615613140166,0.0014997987309470773,0.6882582902908325,39.43429524855195,0.0,0.0,70.0,0.0,3030.302978515625,2.0,5000.0,0.0,0.0,0.0,-3356.877685546875,6307.20263671875,942522.75,4669730.0,1.9839096069335938,100.0,20250408-095836,20250408-095856,19.799569,4.763898341397259,7144.8885853002985,0.0011583748273551464,0.0009526615613140166,0.0014997987501846122,39.434295132689236
3.0,0.0011140912538394332,0.0006570849800482392,0.0012934295227751136,0.5328817367553711,30.531874495682107,0.0,0.0,70.0,0.0,2083.333251953125,4.0,3000.0,0.0,0.0,0.0,-5695.62890625,2132.844970703125,-2955235.0,3657407.5,1.9696155786514282,100.0,20250408-095856,20250408-095916,19.602832,4.702131806561918,6081.876051578508,-0.9988859087461606,0.0006570849800482392,0.9988861248672514,179.96230981897935
4.0,0.0010826492216438055,0.0003810639027506113,0.0011477539082989097,0.3384318947792053,19.390719223462746,0.0,0.0,70.0,0.0,1190.4761962890625,4.0,2500.0,0.0,0.0,0.0,2003.7972412109375,-4948.53369140625,215359.921875,-4646564.5,1.990061640739441,100.0,20250408-095916,20250408-095936,20.206703,4.651552595490054,5338.837802262524,0.0010826492216438055,-0.9996189360972494,0.9996195223851593,-89.9379451462907
5.0,0.0010696310782805085,0.0002114626404363662,0.001090333447791636,0.19517995417118073,11.182987619564747,0.0,0.0,70.0,0.0,653.5947875976562,10.0,1000.0,0.0,0.0,0.0,3081.776611328125,4001.32958984375,3484523.25,3051971.0,1.9812908172607422,100.0,20250408-095936,20250408-095956,19.702913,4.632108511750514,5050.543096409357,0.0010696310782805085,0.0002114626404363662,0.0010903334773929687,11.182988292935718
6.0,0.0010615246137604117,0.0001226496824529022,0.0010685866000130773,0.11503100395202637,6.59079103960337,0.0,0.0,70.0,0.0,366.30035400390625,10.0,500.0,0.0,0.0,0.0,-4940.796875,-85.020751953125,-4602250.0,451655.84375,1.994117259979248,100.0,20250408-095956,20250408-100015,19.495989,4.624359205737972,4941.52833526961,0.0010615246137604117,0.0001226496824529022,0.0010685866601380485,6.590790522701478
7.0,0.001058243215084076,7.084225944709033e-05,0.0010606118012219667,0.06684353202581406,3.829852272826447,0.0,0.0,70.0,0.0,204.4989776611328,10.0,500.0,0.0,0.0,0.0,-66.78565216064453,-4897.51220703125,-371257.25,-4603111.5,1.9981658458709717,100.0,20250408-100015,20250408-100036,20.608643,4.618058837553915,4897.96755209287,0.001058243215084076,7.084225944709033e-05,0.0010606117706281836,3.829852524617055
8.0,0.0010528778657317162,4.233712388668209e-05,0.0010537287453189492,0.04018920660018921,2.302671920170002,0.0,0.0,70.0,0.0,114.1552505493164,10.0,500.0,0.0,0.0,0.0,-532.2342529296875,4836.705078125,-320265.96875,4606673.0,1.999428391456604,100.0,20250408-100036,20250408-100058,22.518298,4.6177923751147985,4865.900668196155,0.0010528778657317162,4.233712388668209e-05,0.0010537287279972821,2.3026719986799677
9.0,0.0010532891610637307,1.5348799934145063e-05,0.0010534010361880064,0.01457122527062893,0.8348697103413534,0.0,0.0,70.0,0.0,63.97952651977539,100.0,300.0,0.0,0.0,0.0,3962.93505859375,-2818.9208984375,3722647.5,-2730550.25,1.9820712804794312,100.0,20250408-100058,20250408-100121,22.817104,4.616709767467662,4863.246786898556,0.0010532891610637307,1.5348799934145063e-05,0.0010534009884529993,0.8348697097410798
10.0,0.001051100087352097,1.9001257896889e-05,0.0010512717999517918,0.018075525760650635,1.0356513385652102,0.0,0.0,70.0,0.0,35.727046966552734,100.0,300.0,0.0,0.0,0.0,-2494.445556640625,-4170.76513671875,-2444108.75,-3923816.5,1.994403600692749,100.0,20250408-100121,20250408-100148,26.535678,4.622770111902474,4859.788108622919,0.001051100087352097,1.9001257896889e-05,0.001051271820907062,1.0356514340934797
11.0,0.001047504716552794,8.444554623565637e-06,0.0010475388262420893,0.008061416447162628,0.46188513931973496,0.0,0.0,70.0,0.0,19.984012603759766,100.0,300.0,0.0,0.0,0.0,4803.3583984375,576.403564453125,4589662.0,513263.46875,1.9982484579086304,100.0,20250408-100148,20250408-100221,33.280412,4.618272042939576,4837.819030612279,0.001047504716552794,8.444554623565637e-06,0.0010475387542726712,0.4618851363173554
12.0,0.0010482672369107604,4.970462669007247e-06,0.001048278994858265,0.004741562996059656,0.2716715479696062,0.0,0.0,70.0,0.0,11.170687675476074,100.0,300.0,0.0,0.0,0.0,4300.203125,-2204.571533203125,4092137.25,-2122465.75,1.9994527101516724,100.0,20250408-100221,20250408-100306,45.117479,4.609820835212647,4832.378561461151,0.0010482672369107604,4.970462669007247e-06,0.001048279020814432,0.27167156322383135
13.0,0.0010481103090569377,9.249185495718848e-06,0.001048151170834899,0.00882440060377121,0.5056009113287524,0.0,0.0,70.0,0.0,6.245706081390381,250.0,100.0,0.0,0.0,0.0,-3764.589111328125,3035.065185546875,-3565955.5,2927218.0,1.9989306926727295,100.0,20250408-100306,20250408-100339,32.260384,4.613528351219298,4835.67491232082,0.0010481103090569377,9.249185495718848e-06,0.0010481511185815545,0.5056009207441686
