Current_Amplitude,Current_Frequency,Current_Phase,Current_Offset,Current_ALIGNED,Voltage_Amplitude,Voltage_Frequency,Voltage_Phase,Voltage_Offset,Voltage_ALIGNED,Frequency,Impedance_amplitude,Impedance_phase,Impedance_real,Impedance_imag
98.95011070590492,35.7398141529664,19.551293740930426,-0.02593522474030406,NO,0.0005084175875123519,35.7398141529664,28.46294220504275,-7.127015681230466e-06,NO,35.73,5.138120451663241e-06,8.911648464112325,5.076095076247361e-06,7.959526070673858e-07
98.42595518154646,64.02048655569781,358.6260190782785,-0.06645792223332728,NO,0.0005261769263487771,64.02048655569781,21.67559380576565,-1.1964587764671624e-05,NO,63.98,5.345916383318251e-06,-336.95042527251286,4.919132803460814e-06,2.0930729656049386e-06
98.8583274417021,114.1552511415525,193.4914812511741,-0.03893567694485321,NO,0.0006760858401946187,114.1552511415525,232.87228223464916,-1.1393150120587654e-05,NO,114.2,6.838936665131366e-06,39.38080098347507,5.286130240388504e-06,4.339110714343241e-06
92.4136325874796,204.91803278688522,18.658484557532447,-0.18038832802697277,NO,0.0009323454907951425,204.91803278688522,66.24534247480331,-1.2142672736627295e-05,NO,204.5,1.008883067022147e-05,47.58685791727086,6.804631290471824e-06,7.448590288983086e-06
78.55595828654205,364.963503649635,136.77539218486748,-0.20673494218869515,NO,0.0011334578684564778,364.963503649635,186.5822586913307,-1.2555880590228903e-05,NO,366.3,1.4428668342661641e-05,49.80686650646322,9.311774099984811e-06,1.1021675610059403e-05
80.48832618787651,651.315789473684,331.97500948410675,0.2413712274495063,NO,0.0016410951313036706,651.315789473684,24.076855435767783,4.76156524403645e-06,NO,653.6,2.038923169396035e-05,-307.89815404833894,1.2524284915998835e-05,1.6089221746650188e-05
98.88248511669345,1190.4761904761904,100.19883070523349,0.004719832953715879,NO,0.0029878157100949134,1190.4761904761904,154.56991722396864,-1.3602589435956873e-06,NO,1190.0,3.0215823424835296e-05,54.371086518735154,1.760172077818047e-05,2.4559629697692823e-05
99.08039208141695,2083.333333333333,13.050314131805782,-0.015863715388250745,NO,0.004540743958758992,2083.333333333333,67.09874788660173,-7.33660474275761e-07,NO,2083.0,4.582888564901665e-05,54.048433754795944,2.690619179999679e-05,3.709910514624888e-05
99.12914654720268,3030.30303030303,82.78702543143909,-0.0019466167143667172,NO,0.006205759267545784,3030.30303030303,134.6076235052542,9.914105296189233e-07,NO,3030.0,6.260277106885779e-05,51.820598073815106,3.869639023674595e-05,4.9210733871232716e-05
99.1828376676708,5555.555555555555,67.50106192641633,0.0032368248094741463,NO,0.011213428260226465,5555.555555555555,110.87548428874675,1.5183313636062586e-06,NO,5556.0,0.00011305815122772541,43.37442236233042,8.217985865810547e-05,7.764416520231921e-05
