Current_Amplitude,Current_Frequency,Current_Phase,Current_Offset,Current_ALIGNED,Voltage_Amplitude,Voltage_Frequency,Voltage_Phase,Voltage_Offset,Voltage_ALIGNED,Frequency,Impedance_amplitude,Impedance_phase,Impedance_real,Impedance_imag
98.87976003425327,35.7398141529664,352.4041709211772,-0.026066249520424998,NO,0.02771034810354027,35.7398141529664,353.64295517651954,-1.004474502096068e-06,NO,35.73,0.000280242873707835,1.2387842553423525,0.0002801773748460478,6.058620998443371e-06
98.38820707879827,64.02048655569781,129.80578700815062,0.040583117841702224,NO,0.02762618336431951,64.02048655569781,132.08033693834403,1.7693703156399776e-05,NO,63.98,0.0002807875474567184,2.274549930193416,0.00028056632128915267,1.1143884647234372e-05
98.7846462752835,114.1552511415525,209.7881826647891,-0.03302867076647634,NO,0.027887917447456844,114.1552511415525,213.78632789973008,-2.89111396884714e-06,NO,114.2,0.00028231024252231964,3.998145234940978,0.00028162318630878345,1.9683850393131474e-05
92.31845834325469,204.91803278688522,345.98623749312225,-0.18174250906289413,NO,0.02639877549024592,204.91803278688522,352.78722154759095,-4.653637382503605e-05,NO,204.5,0.00028595338314783245,6.8009840544686995,0.00028394126483920077,3.386289200889242e-05
78.35788764129504,364.963503649635,96.41753615879378,-0.025217884678923195,NO,0.02298648562163004,364.963503649635,107.63012730003217,-1.7853708930999842e-05,NO,366.3,0.00029335254322904994,11.212591141238391,0.00028775316110915756,5.704237802405185e-05
80.48061905194605,651.315789473684,346.5378552895629,0.27139254951862646,NO,0.02479679524861372,651.315789473684,4.573734060356692,9.34229297892106e-05,NO,653.6,0.0003081089029969896,-341.9641212292062,0.0002929693011621616,9.539436399789578e-05
98.74061623205934,1190.4761904761904,208.92456176735928,0.03553734645553897,NO,0.03395051526902775,1190.4761904761904,237.8000251904251,1.3666301748385904e-05,NO,1190.0,0.0003438353593949378,28.87546342306581,0.0003010867938055663,0.00016604064853562348
98.95098841209706,2083.333333333333,40.10833425129691,-0.011221655520506744,YES,0.04168637478227669,2083.333333333333,81.76102135668336,3.679029950941504e-06,NO,2083.0,0.0004212830558969981,41.65268710538645,0.0003147773289045467,0.0002799904398254199
98.95798783859998,3030.30303030303,6.401542026894446,-0.008943867913776575,NO,0.05125390195600825,3030.30303030303,56.716671776187155,2.2306322240966116e-06,NO,3030.0,0.0005179359754121428,50.31512974929271,0.0003307355916900057,0.0003985870582640506
98.91413364094392,5555.555555555555,82.5708295463963,0.0010374308599672114,NO,0.07968805425804122,5555.555555555555,144.0975256733347,-1.960943532295059e-06,NO,5556.0,0.0008056285924447063,61.526696126938404,0.00038408281639388804,0.0007081792281021645
