Point number,Y_y_EIS_ZReal_raw,Y_y_EIS_ZImaginary_raw,Y_y_EIS_ZMagnitude_raw,Y_y_EIS_ZPhase_raw,Y_y_EIS_ZPhase_raw_degree,P_y_Ripple_Frequency,P_y_Ripple_Amplitude,P_y_Ripple_Offset,P_y_Ripple_ControlMode,P_x_Goertzel_Frequency,P_x_Goertzel_DownsamplingRate,P_x_Goertzel_NumberOfPeriods,P_y_ScopeFrequencyHPCS,P_y_ScopeDurationHPCS,P_y_ScopePositionHPCS,Y_y_GoertzelVoltageReal,Y_y_GoertzelVoltageImaginary,Y_y_GoertzelCurrentReal,Y_y_GoertzelCurrentImaginary,Y_y_GoertzelCoefficient,Y_y_GoertzelProgress,StartTime,FinishTime,Duration[s],CurrentMagnitude,VoltageMagnitude,Y_y_EIS_ZReal,Y_y_EIS_ZImaginary,Y_y_EIS_ZMagnitude,Y_y_EIS_ZPhase
1.0,0.0008546912577003241,0.0015886772889643908,0.0018039935966953635,1.077221155166626,61.720225793250776,0.0,0.0,40.0,0.0,5555.5556640625,2.0,7000.0,0.0,0.0,0.0,9187.0048828125,1292.770263671875,3043839.0,-4145248.5,1.946089744567871,100.0,20250410-143054,20250410-143113,19.394529,5.1427658885733125,9277.516568104578,0.0008546912577003241,0.0015886772889643908,0.0018039935350384734,61.72022745322067
2.0,0.0007872004644013941,0.0008824123069643974,0.0011825126130133867,0.8423627614974976,48.26383105278859,0.0,0.0,40.0,0.0,3030.302978515625,2.0,5000.0,0.0,0.0,0.0,-5355.8125,-1982.5301513671875,-4266147.0,2263680.5,1.9839096069335938,100.0,20250410-143113,20250410-143133,19.799043,4.8295196067196215,5710.967810821232,0.0007872004644013941,0.0008824123069643974,0.0011825126006246194,48.26383151143344
3.0,0.0007661206182092428,0.000611759431194514,0.0009804031578823924,0.6738353371620178,38.60792090615592,0.0,0.0,40.0,0.0,2083.333251953125,4.0,3000.0,0.0,0.0,0.0,4272.4365234375,1971.7166748046875,4660281.5,-1147671.25,1.9696155786514282,100.0,20250410-143133,20250410-143152,19.593485,4.799517992186175,4705.462835099813,-0.9992338793817908,0.000611759431194514,0.9992340666500441,179.96492189682465
4.0,0.0007485283422283828,0.0003548884124029428,0.0008283962961286306,0.44272592663764954,25.366327077354157,0.0,0.0,40.0,0.0,1190.4761962890625,4.0,2500.0,0.0,0.0,0.0,-3813.77685546875,998.8128051757812,-3643406.5,3061762.0,1.990061640739441,100.0,20250410-143153,20250410-143213,20.194262,4.7590752745555776,3942.4004011632583,0.0007485283422283828,-0.9996451115875971,0.9996453918343536,-89.95709726747141
5.0,0.0007420456386171281,0.00019984124810434878,0.0007684843731112778,0.2630697786808014,15.072788035849568,0.0,0.0,40.0,0.0,653.5947875976562,10.0,1000.0,0.0,0.0,0.0,2264.20458984375,-2860.82763671875,1876890.25,-4360793.5,1.9812908172607422,100.0,20250410-143213,20250410-143232,19.69128,4.74755062744857,3648.4184507377017,0.0007420456386171281,0.00019984124810434878,0.0007684843877624356,15.072788318878946
6.0,0.0007346677593886852,0.00011496053775772452,0.0007436078740283847,0.1552208811044693,8.893501379587454,0.0,0.0,40.0,0.0,366.30035400390625,10.0,500.0,0.0,0.0,0.0,-3521.615478515625,-159.5358123779297,-4712081.0,520190.96875,1.994117259979248,100.0,20250410-143232,20250410-143252,19.492911,4.740707330613235,3525.227262738095,0.0007346677593886852,0.00011496053775772452,0.0007436078549388355,8.893501866955255
7.0,0.0007299890858121216,6.747784209437668e-05,0.0007331011584028602,0.09217484295368195,5.281229478526803,0.0,0.0,40.0,0.0,204.4989776611328,10.0,500.0,0.0,0.0,0.0,2547.69873046875,2356.0830078125,3756299.75,2880339.0,1.9981658458709717,100.0,20250410-143252,20250410-143313,20.603393,4.733512497793901,3470.143507253681,0.0007299890858121216,6.747784209437668e-05,0.0007331011694019664,5.281229684290603
8.0,0.0007261018618009984,3.708749864017591e-05,0.0007270484347827733,0.05103319138288498,2.923986481322518,0.0,0.0,40.0,0.0,114.1552505493164,10.0,500.0,0.0,0.0,0.0,-3186.44287109375,-1300.27734375,-4468234.5,-1562537.875,1.999428391456604,100.0,20250410-143313,20250410-143335,22.507248,4.733565691716949,3441.53154008702,0.0007261018618009984,3.708749864017591e-05,0.0007270484139768556,2.9239865635133846
9.0,0.000725395861081779,2.2839323719381355e-05,0.0007257553515955806,0.03147492557764053,1.8033803960870485,0.0,0.0,40.0,0.0,63.97952651977539,100.0,300.0,0.0,0.0,0.0,3199.11083984375,1250.306640625,4460006.0,1583195.0,1.9820712804794312,100.0,20250410-143335,20250410-143358,22.808361,4.7326694294088405,3434.7600878659277,0.000725395861081779,2.2839323719381355e-05,0.0007257553237714032,1.8033804272321885
10.0,0.0007237403187900782,1.0830850442289375e-05,0.0007238214020617306,0.014963988214731216,0.8573733693875457,0.0,0.0,40.0,0.0,35.727046966552734,100.0,300.0,0.0,0.0,0.0,-936.64697265625,-3299.535400390625,-1362096.375,-4538620.5,1.994403600692749,100.0,20250410-143358,20250410-143424,26.523947,4.738605552038321,3429.9039942565505,0.0007237403187900782,1.0830850442289375e-05,0.0007238213566645207,0.8573734019388326
