Point number,Y_y_EIS_ZReal_raw,Y_y_EIS_ZImaginary_raw,Y_y_EIS_ZMagnitude_raw,Y_y_EIS_ZPhase_raw,Y_y_EIS_ZPhase_raw_degree,P_y_Ripple_Frequency,P_y_Ripple_Amplitude,P_y_Ripple_Offset,P_y_Ripple_ControlMode,P_x_Goertzel_Frequency,P_x_Goertzel_DownsamplingRate,P_x_Goertzel_NumberOfPeriods,P_y_ScopeFrequencyHPCS,P_y_ScopeDurationHPCS,P_y_ScopePositionHPCS,Y_y_GoertzelVoltageReal,Y_y_GoertzelVoltageImaginary,Y_y_GoertzelCurrentReal,Y_y_GoertzelCurrentImaginary,Y_y_GoertzelCoefficient,Y_y_GoertzelProgress,StartTime,FinishTime,Duration[s],CurrentMagnitude,VoltageMagnitude,Y_y_EIS_ZReal,Y_y_EIS_ZImaginary,Y_y_EIS_ZMagnitude,Y_y_EIS_ZPhase
1.0,0.012126863934099674,0.002596324309706688,0.012401682324707508,0.210912823677063,12.084414641881814,0.0,0.0,10.0,0.0,5555.5556640625,2.0,7000.0,0.0,0.0,0.0,64735.359375,4593.5234375,5181757.0,-730609.1875,1.946089744567871,100.0,20250410-133615,20250410-133634,19.386311,5.233010165469623,64898.1294875381,0.012126863934099674,0.002596324309706688,0.012401682498650791,12.084414875400896
2.0,0.01189285609871149,0.0013062111102044582,0.011964372359216213,0.10939311236143112,6.267763646109985,0.0,0.0,10.0,0.0,3030.302978515625,2.0,5000.0,0.0,0.0,0.0,-18580.41015625,-54663.9296875,-2042504.5,-4372035.5,1.9839096069335938,100.0,20250410-133634,20250410-133654,19.794314,4.825610743292552,57735.40378705619,0.01189285609871149,0.0013062111102044582,0.011964372680967467,6.267763612714908
3.0,0.011837664991617203,0.000874928489793092,0.011869953945279121,0.07377642393112183,4.227077718820968,0.0,0.0,10.0,0.0,2083.333251953125,4.0,3000.0,0.0,0.0,0.0,-55160.3671875,-12116.8017578125,-4709659.5,-675486.8125,1.9696155786514282,100.0,20250410-133654,20250410-133714,19.582467,4.757854037252684,56475.5079047365,-0.9881623350083828,0.000874928489793092,0.9881627223433809,179.94926977584868
4.0,0.01181250624358654,0.0004934247699566185,0.011822807602584362,0.041747115552425385,2.391933527998777,0.0,0.0,10.0,0.0,1190.4761962890625,4.0,2500.0,0.0,0.0,0.0,-544.1860961914062,-55646.34765625,-242422.265625,-4700673.0,1.990061640739441,100.0,20250410-133714,20250410-133734,20.192044,4.706919927914618,55649.008490605906,0.01181250624358654,-0.9995065752300434,0.9995763748868043,-89.32289065216719
5.0,0.0118032768368721,0.00028381176525726914,0.011806688271462917,0.02404053509235382,1.377421198027932,0.0,0.0,10.0,0.0,653.5947875976562,10.0,1000.0,0.0,0.0,0.0,-52493.65625,17484.9921875,-4409211.0,1587387.875,1.9812908172607422,100.0,20250410-133734,20250410-133754,19.691677,4.686250303624212,55329.09630827256,0.0118032768368721,0.00028381176525726914,0.011806688494490736,1.3774211789346487
6.0,0.011793707497417927,0.0001683820883044973,0.011794909834861755,0.014276312664151192,0.8179724626649777,0.0,0.0,10.0,0.0,366.30035400390625,10.0,500.0,0.0,0.0,0.0,-26789.201171875,48197.6171875,-2212684.25,4118314.25,1.994117259979248,100.0,20250410-133754,20250410-133813,19.493062,4.675091854921262,55142.285063098214,0.011793707497417927,0.0001683820883044973,0.01179490945545211,0.8179724284409025
7.0,0.011778757907450199,9.859033161774278e-05,0.011779170483350754,0.008369985036551952,0.47956481718204735,0.0,0.0,10.0,0.0,204.4989776611328,10.0,500.0,0.0,0.0,0.0,-53774.05078125,-11941.892578125,-4573507.0,-975568.8125,1.9981658458709717,100.0,20250410-133813,20250410-133834,20.597455,4.67639827078187,55084.093309883305,0.011778757907450199,9.859033161774278e-05,0.011779170509667015,0.4795648262764366
8.0,0.011773002333939075,5.329345367499627e-05,0.0117731224745512,0.004526720382273197,0.25936197294008373,0.0,0.0,10.0,0.0,114.1552505493164,10.0,500.0,0.0,0.0,0.0,54924.60546875,140.39866638183594,4665260.0,-9192.9951171875,1.999428391456604,100.0,20250410-133834,20250410-133856,22.501355,4.665269057488456,54924.784912490686,0.011773002333939075,5.329345367499627e-05,0.011773122956426622,0.2593619731023713
9.0,0.011775952763855457,2.3548587705590762e-05,0.011775976046919823,0.0019997155759483576,0.11457526272840597,0.0,0.0,10.0,0.0,63.97952651977539,100.0,300.0,0.0,0.0,0.0,-45520.41796875,-30463.25390625,-3870697.75,-2579163.25,1.9820712804794312,100.0,20250410-133856,20250410-133919,22.79891,4.651277689195263,54773.335580429586,0.011775952763855457,2.3548587705590762e-05,0.011775976309102269,0.11457526347224654
10.0,0.011779256165027618,1.3800232409266755e-05,0.01177926454693079,0.001171570154838264,0.06712602527571647,0.0,0.0,10.0,0.0,35.727046966552734,100.0,300.0,0.0,0.0,0.0,22790.736328125,-50045.6328125,1929839.375,-4250885.0,1.994403600692749,100.0,20250410-133919,20250410-133945,26.520656,4.668436922196271,54990.75400448418,0.011779256165027618,1.3800232409266755e-05,0.011779264248999412,0.06712603075352597
